GoodCustomer,Credit,Gender,ForeignWorker,Single,Age,LoanDuration,PurposeOfLoan,LoanAmount,LoanRateAsPercentOfIncome,YearsAtCurrentHome,NumberOfOtherLoansAtBank,NumberOfLiableIndividuals,HasTelephone,CheckingAccountBalance_geq_0,CheckingAccountBalance_geq_200,SavingsAccountBalance_geq_100,SavingsAccountBalance_geq_500,MissedPayments,NoCurrentLoan,CriticalAccountOrLoansElsewhere,OtherLoansAtBank,OtherLoansAtStore,HasCoapplicant,HasGuarantor,OwnsHouse,RentsHouse,Unemployed,YearsAtCurrentJob_lt_1,YearsAtCurrentJob_geq_4,JobClassIsSkilled
1,2872,Male,0,1,36,24,Electronics,2872,3,4,1,2,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,1055,Female,0,0,30,18,NewCar,1055,4,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
1,1262,Male,0,1,36,15,HomeAppliances,1262,4,3,2,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
1,7308,Male,0,1,70,10,NewCar,7308,2,4,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1,909,Male,0,1,36,36,NewCar,909,4,4,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
1,2978,Male,0,1,32,6,Furniture,2978,1,2,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,1131,Female,0,0,33,18,Furniture,1131,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1,1577,Female,0,0,20,11,Furniture,1577,4,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1
1,3972,Female,0,0,25,24,Furniture,3972,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
-1,1935,Male,0,0,31,24,Business,1935,4,4,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
-1,950,Male,0,1,33,15,NewCar,950,4,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
1,763,Female,0,0,26,12,Furniture,763,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,2064,Female,0,0,34,24,Furniture,2064,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1,1414,Male,1,1,33,8,Electronics,1414,4,2,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
-1,3414,Male,0,1,26,21,Education,3414,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
-1,7485,Female,0,0,53,30,UsedCar,7485,4,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1
1,2577,Male,0,0,42,12,Furniture,2577,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,338,Male,0,1,52,6,Electronics,338,4,4,2,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1
1,1963,Male,0,1,31,12,Electronics,1963,4,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
1,571,Male,0,1,65,21,NewCar,571,4,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
-1,9572,Male,0,0,28,36,Business,9572,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
-1,4455,Male,0,0,30,36,Business,4455,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
-1,1647,Male,0,1,40,21,NewCar,1647,4,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
1,3777,Male,0,1,50,24,Furniture,3777,4,4,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
-1,884,Male,0,1,36,18,NewCar,884,4,4,1,2,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1
1,1360,Male,0,1,31,15,Electronics,1360,4,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
-1,5129,Female,0,0,74,9,UsedCar,5129,2,4,1,2,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1
1,1175,Male,0,1,68,16,NewCar,1175,2,3,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
-1,674,Male,0,0,20,12,Electronics,674,4,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,3244,Female,0,0,33,18,Furniture,3244,1,4,2,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
-1,4591,Male,0,1,54,24,Business,4591,2,3,3,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,3844,Male,0,1,34,48,Business,3844,4,4,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-1,3915,Male,0,1,36,27,Business,3915,4,2,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,2108,Male,0,0,29,6,Electronics,2108,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
-1,3031,Male,0,1,21,45,Electronics,3031,4,4,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1
-1,1501,Female,0,0,34,9,Education,1501,2,3,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,1382,Female,0,0,28,6,Electronics,1382,1,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
-1,951,Female,0,0,27,12,Furniture,951,4,4,4,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1
1,2760,Male,0,1,36,24,UsedCar,2760,4,4,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
-1,4297,Male,0,0,40,18,Furniture,4297,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,936,Male,0,1,52,9,Education,936,4,2,2,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1
1,1168,Male,0,0,27,12,NewCar,1168,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,5117,Male,0,1,26,27,Business,5117,3,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
-1,902,Male,0,0,21,12,Retraining,902,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
1,1495,Male,0,1,38,12,NewCar,1495,4,1,2,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,10623,Male,0,1,38,30,UsedCar,10623,3,4,3,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1,1935,Male,0,1,43,12,Furniture,1935,4,4,3,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,1424,Male,0,1,26,12,HomeAppliances,1424,4,3,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,6568,Male,0,0,21,24,Business,6568,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,1413,Male,1,1,55,12,UsedCar,1413,3,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
1,3074,Male,0,1,33,9,Electronics,3074,1,2,2,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,3835,Female,0,0,45,36,Electronics,3835,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
-1,5293,Male,0,1,50,27,Business,5293,2,4,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
-1,1908,Male,0,1,66,30,Business,1908,4,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,3342,Male,0,1,51,36,Electronics,3342,4,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,932,Female,0,0,39,6,Retraining,932,1,3,2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,3104,Male,0,1,31,18,Business,3104,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
1,3913,Male,0,1,23,36,Electronics,3913,2,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,3021,Male,0,0,24,24,Furniture,3021,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1364,Female,0,0,64,10,NewCar,1364,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,625,Male,0,0,26,12,Electronics,625,4,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
1,1200,Female,0,0,23,12,Education,1200,4,4,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1,707,Male,0,1,30,12,Electronics,707,4,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,2978,Male,0,1,32,24,Business,2978,4,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,4657,Male,0,1,30,15,UsedCar,4657,3,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,2613,Male,0,1,27,36,Repairs,2613,4,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,10961,Male,0,1,27,48,Electronics,10961,1,2,2,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1
-1,7865,Male,0,1,53,12,Furniture,7865,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
-1,1478,Male,0,1,22,9,Electronics,1478,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,3149,Male,0,1,22,24,Furniture,3149,4,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
-1,4210,Male,0,1,26,36,Electronics,4210,4,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,2507,Male,0,1,51,9,NewCar,2507,2,4,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
1,2141,Male,0,1,35,12,Electronics,2141,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,866,Male,0,0,25,18,Electronics,866,4,2,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,1544,Male,0,1,42,4,Electronics,1544,2,1,3,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
-1,1823,Male,0,1,30,24,Electronics,1823,4,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
-1,14555,Male,0,1,23,6,NewCar,14555,1,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
-1,2767,Male,0,0,61,21,Business,2767,4,2,2,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1,1291,Female,0,0,35,12,Electronics,1291,4,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,2522,Male,0,1,39,30,Electronics,2522,1,3,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
-1,915,Female,0,0,29,24,NewCar,915,4,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
1,1595,Male,0,1,51,6,Electronics,1595,3,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,4605,Male,0,1,24,48,UsedCar,4605,3,4,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,1185,Female,0,0,27,12,Business,1185,3,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,3447,Female,0,0,35,12,Retraining,3447,4,3,1,2,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
1,1258,Male,0,1,25,24,Business,1258,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,717,Male,0,1,52,12,Electronics,717,4,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,1204,Male,1,1,35,6,NewCar,1204,4,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1,1925,Male,0,1,26,24,Furniture,1925,2,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,433,Female,0,0,22,18,Electronics,433,3,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1
1,666,Female,0,0,39,6,NewCar,666,3,4,2,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0
1,2251,Female,0,0,46,12,Furniture,2251,1,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
-1,2150,Female,0,0,24,30,NewCar,2150,4,2,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
1,4151,Male,0,1,35,24,Furniture,4151,2,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,2030,Male,0,1,24,9,Furniture,2030,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,7418,Male,0,1,27,60,Electronics,7418,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2684,Male,0,1,35,24,Electronics,2684,4,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
-1,2149,Male,0,0,29,12,Electronics,2149,4,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
1,3812,Female,0,0,23,15,UsedCar,3812,1,4,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,1154,Female,0,0,57,11,Electronics,1154,4,4,3,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0
1,1657,Male,0,1,27,12,Furniture,1657,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,1603,Female,0,0,55,24,Electronics,1603,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,5302,Male,0,1,36,18,NewCar,5302,2,4,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1,2748,Female,0,0,57,12,Education,2748,2,4,3,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
1,1231,Male,1,1,32,10,NewCar,1231,3,4,2,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
-1,802,Male,0,1,37,15,Electronics,802,4,3,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,6304,Male,0,1,36,36,Business,6304,4,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,1533,Female,0,0,38,24,Electronics,1533,4,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
-1,8978,Male,1,0,45,14,NewCar,8978,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,999,Male,0,1,25,24,Electronics,999,4,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,2662,Male,1,1,32,18,NewCar,2662,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,1402,Female,0,0,37,12,Furniture,1402,3,4,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1
1,12169,Male,0,1,36,48,NewCar,12169,4,4,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1
-1,3060,Male,0,1,28,48,Electronics,3060,4,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,11998,Male,0,0,34,30,Repairs,11998,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,2697,Male,0,1,32,9,Electronics,2697,1,2,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,2404,Female,0,0,26,18,Electronics,2404,2,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,1262,Male,0,0,49,12,Furniture,1262,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
-1,4611,Female,0,0,32,6,Furniture,4611,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,1901,Male,0,1,29,24,Electronics,1901,4,4,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,3368,Male,0,1,23,15,UsedCar,3368,3,4,2,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1
1,1574,Male,0,1,50,12,Furniture,1574,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,1445,Male,0,1,49,18,Electronics,1445,4,4,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
1,1520,Male,0,1,63,15,Furniture,1520,4,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,3878,Male,0,0,37,24,NewCar,3878,4,2,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1
1,10722,Female,0,0,35,47,NewCar,10722,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,4788,Male,0,1,26,48,UsedCar,4788,4,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,7582,Male,0,1,31,48,Other,7582,2,4,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1092,Female,0,0,49,12,Electronics,1092,4,4,2,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
-1,1024,Male,0,0,48,24,Electronics,1024,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1076,Male,1,0,26,12,Business,1076,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,9398,Male,0,0,28,36,UsedCar,9398,1,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
1,6419,Female,0,0,44,24,UsedCar,6419,2,4,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1,4796,Male,0,1,56,42,UsedCar,4796,4,4,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1,7629,Male,0,0,46,48,Business,7629,4,2,2,2,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1
-1,9960,Female,0,0,26,48,Furniture,9960,1,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,4675,Female,0,0,20,12,UsedCar,4675,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
1,1287,Male,1,1,45,10,NewCar,1287,4,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1,2515,Male,0,1,43,18,Furniture,2515,3,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,2745,Male,0,1,32,21,Furniture,2745,3,2,2,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1
1,672,Female,0,0,54,6,NewCar,672,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
-1,3804,Female,0,0,42,36,Electronics,3804,4,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,1344,Male,0,1,37,24,NewCar,1344,4,2,2,2,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0
1,1038,Male,0,1,49,10,NewCar,1038,4,3,2,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1
-1,10127,Male,0,1,44,48,NewCar,10127,2,2,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
1,1543,Male,0,0,33,6,Furniture,1543,4,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
1,4811,Female,0,0,24,30,UsedCar,4811,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
-1,727,Male,0,0,33,12,Electronics,727,4,3,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
-1,1237,Female,0,0,24,8,Furniture,1237,3,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,276,Male,0,0,22,9,NewCar,276,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,5381,Male,0,1,40,48,Other,5381,3,4,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1,5511,Male,0,1,25,24,Furniture,5511,4,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,3749,Female,0,0,26,24,Furniture,3749,2,4,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
-1,685,Male,0,0,25,12,NewCar,685,2,3,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1,1494,Male,1,1,29,4,NewCar,1494,1,2,1,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
-1,2746,Male,0,1,31,36,Furniture,2746,4,4,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1
1,708,Male,0,1,38,12,Furniture,708,2,3,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,4351,Female,0,0,48,24,Furniture,4351,1,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,701,Male,0,1,32,12,Education,701,4,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,3643,Female,0,0,27,15,Furniture,3643,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
-1,4249,Male,0,0,28,30,NewCar,4249,4,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
-1,1938,Male,0,0,32,24,Electronics,1938,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,2910,Male,0,1,34,24,UsedCar,2910,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,2659,Male,0,1,28,18,Furniture,2659,4,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
1,1028,Female,0,0,36,18,NewCar,1028,4,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,3398,Male,1,1,39,8,NewCar,3398,1,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,5801,Male,0,1,49,12,Furniture,5801,2,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
1,1525,Female,0,0,34,24,NewCar,1525,4,3,1,2,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1
